CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Credit_Limit,Test_colum
788756133.0,Existing Customer,44.0,F,3.0,Unknown,Divorced,Less than $40K,Blue,24.0,4.0,1.0,2.0,2617.0,1508.0,1109.0,1.393,4400.0,60.0,0.818,0.576,6.282e-05,0.99994,2617.0,88
755437533.0,Existing Customer,48.0,F,4.0,Graduate,Single,Less than $40K,Blue,41.0,3.0,3.0,2.0,1522.0,1273.0,249.0,0.735,5005.0,77.0,0.674,0.836,0.00018864,0.99981,1522.0,99
713573508.0,Attrited Customer,41.0,M,4.0,Graduate,Unknown,$40K - $60K,Silver,32.0,4.0,2.0,4.0,16509.0,425.0,16084.0,0.356,1740.0,43.0,0.387,0.026,0.99678,0.00322004,16509.0,71
709430508.0,Attrited Customer,40.0,M,4.0,High School,Unknown,$40K - $60K,Blue,32.0,1.0,2.0,3.0,7316.0,1335.0,5981.0,0.563,1849.0,50.0,0.471,0.182,0.9949,0.0051,7316.0,24
710645583.0,Existing Customer,44.0,F,2.0,Uneducated,Single,Unknown,Blue,37.0,5.0,1.0,2.0,7627.0,1742.0,5885.0,0.771,4349.0,75.0,0.705,0.228,5.663e-05,0.99994,7627.0,16
714253983.0,Existing Customer,44.0,M,3.0,Unknown,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,9465.0,0.0,9465.0,0.657,3675.0,59.0,1.107,0.0,0.00021834,0.99978,9465.0,16
771566208.0,Existing Customer,48.0,M,3.0,College,Married,Less than $40K,Blue,36.0,3.0,1.0,2.0,8795.0,1318.0,7477.0,0.563,4681.0,74.0,0.682,0.15,5.5564e-05,0.99994,8795.0,31
713314533.0,Attrited Customer,40.0,M,2.0,Unknown,Single,$60K - $80K,Blue,27.0,6.0,2.0,3.0,12283.0,0.0,12283.0,0.413,1993.0,41.0,0.323,0.0,0.99527,0.00472896,12283.0,62
720725883.0,Existing Customer,34.0,F,2.0,College,Single,Less than $40K,Blue,20.0,5.0,2.0,3.0,2715.0,1503.0,1212.0,0.704,4177.0,68.0,0.659,0.554,0.00018612,0.99981,2715.0,54
708539583.0,Existing Customer,44.0,F,3.0,Unknown,Married,Unknown,Blue,25.0,6.0,1.0,3.0,19897.0,2232.0,17665.0,0.672,3979.0,63.0,0.5,0.112,0.00010566,0.99989,19897.0,24
716747283.0,Existing Customer,44.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,2.0,2.0,2097.0,1224.0,873.0,0.819,5059.0,79.0,0.681,0.584,0.00011703,0.99988,2097.0,88
787519683.0,Existing Customer,41.0,F,2.0,Graduate,Single,Less than $40K,Blue,30.0,3.0,2.0,2.0,3028.0,2270.0,758.0,0.804,4727.0,78.0,0.66,0.75,0.00011382,0.99989,3028.0,49
721044333.0,Existing Customer,34.0,F,2.0,College,Single,Less than $40K,Blue,22.0,5.0,2.0,0.0,1695.0,761.0,934.0,0.797,4905.0,91.0,0.75,0.449,4.082e-05,0.99996,1695.0,14
713679633.0,Attrited Customer,41.0,F,3.0,Graduate,Married,Less than $40K,Blue,33.0,6.0,3.0,5.0,1438.3,0.0,1438.3,0.305,1813.0,51.0,0.759,0.0,0.99892,0.0010775,1438.3,45
711126483.0,Existing Customer,37.0,F,1.0,Graduate,Single,Less than $40K,Blue,28.0,4.0,3.0,3.0,1438.3,599.0,839.3,0.897,5136.0,76.0,0.9,0.416,0.00028395,0.99972,1438.3,97
814191333.0,Attrited Customer,55.0,M,2.0,Unknown,Divorced,$120K +,Blue,50.0,5.0,4.0,3.0,24250.0,278.0,23972.0,0.647,2153.0,41.0,0.577,0.011,0.99752,0.00248146,24250.0,90
715040208.0,Existing Customer,49.0,F,2.0,Graduate,Single,Unknown,Blue,38.0,6.0,3.0,3.0,5076.0,871.0,4205.0,0.693,4115.0,72.0,0.6,0.172,0.00030251,0.9997,5076.0,49
710769258.0,Existing Customer,40.0,F,2.0,Graduate,Single,Unknown,Blue,27.0,4.0,2.0,3.0,4438.0,1513.0,2925.0,0.807,3895.0,75.0,0.829,0.341,0.00019143,0.99981,4438.0,23
715227633.0,Existing Customer,36.0,F,3.0,College,Single,Less than $40K,Blue,36.0,5.0,2.0,3.0,1964.0,0.0,1964.0,0.776,4240.0,60.0,0.622,0.0,0.00019313,0.99981,1964.0,76
708635058.0,Existing Customer,53.0,F,0.0,High School,Single,Less than $40K,Blue,44.0,4.0,1.0,1.0,1904.0,886.0,1018.0,0.695,4798.0,85.0,0.809,0.465,2.7707e-05,0.99997,1904.0,73
709051533.0,Existing Customer,46.0,F,1.0,Graduate,Married,$40K - $60K,Blue,26.0,6.0,3.0,0.0,2933.0,1569.0,1364.0,0.648,4956.0,92.0,0.673,0.535,6.2282e-05,0.99994,2933.0,49
718940208.0,Existing Customer,55.0,F,0.0,Graduate,Single,Unknown,Blue,44.0,6.0,1.0,3.0,18202.0,1841.0,16361.0,0.76,3551.0,68.0,0.7,0.101,7.9494e-05,0.99992,18202.0,96
712361583.0,Existing Customer,47.0,M,5.0,Graduate,Married,$80K - $120K,Silver,36.0,3.0,3.0,1.0,34516.0,760.0,33756.0,0.407,3756.0,67.0,0.558,0.022,0.00010119,0.9999,34516.0,75
708390633.0,Existing Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,44.0,5.0,5.0,3.0,2421.0,2312.0,109.0,0.674,4219.0,69.0,0.605,0.955,0.0003506,0.99965,2421.0,75
720281508.0,Existing Customer,44.0,F,2.0,Doctorate,Divorced,Less than $40K,Blue,34.0,3.0,1.0,2.0,2406.0,1491.0,915.0,0.606,4625.0,91.0,0.685,0.62,7.9702e-05,0.99992,2406.0,18
720885558.0,Existing Customer,51.0,F,2.0,High School,Single,$40K - $60K,Blue,37.0,5.0,1.0,1.0,2621.0,2426.0,195.0,0.727,4885.0,74.0,1.114,0.926,3.2288e-05,0.99997,2621.0,93
709781208.0,Existing Customer,34.0,F,0.0,Unknown,Married,Less than $40K,Blue,26.0,5.0,3.0,1.0,2291.0,0.0,2291.0,0.892,5409.0,82.0,0.822,0.0,0.00010232,0.9999,2291.0,50
710086308.0,Existing Customer,46.0,F,4.0,High School,Unknown,$40K - $60K,Blue,38.0,6.0,2.0,0.0,3645.0,1179.0,2466.0,0.559,4680.0,87.0,0.933,0.323,4.2806e-05,0.99996,3645.0,34
713282733.0,Existing Customer,37.0,F,2.0,Graduate,Single,$40K - $60K,Blue,24.0,4.0,3.0,1.0,3375.0,1730.0,1645.0,0.514,4341.0,64.0,0.684,0.513,0.00010848,0.99989,3375.0,81
815812683.0,Existing Customer,47.0,M,3.0,Unknown,Single,$120K +,Blue,42.0,5.0,3.0,2.0,8856.0,1433.0,7423.0,0.811,5072.0,77.0,0.711,0.162,0.00020516,0.99979,8856.0,88
708204033.0,Existing Customer,36.0,F,5.0,Unknown,Single,Less than $40K,Blue,24.0,3.0,1.0,1.0,2980.0,2093.0,887.0,0.522,4132.0,70.0,0.667,0.702,3.7691e-05,0.99996,2980.0,0
720040158.0,Existing Customer,47.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,36.0,3.0,3.0,2.0,17656.0,0.0,17656.0,0.727,4633.0,71.0,0.868,0.0,0.00019191,0.99981,17656.0,31
755996583.0,Attrited Customer,57.0,F,2.0,Uneducated,Single,Less than $40K,Blue,50.0,5.0,0.0,3.0,2475.0,0.0,2475.0,0.823,2574.0,43.0,0.654,0.0,0.97241,0.02759,2475.0,50
711359058.0,Existing Customer,46.0,F,4.0,High School,Single,Less than $40K,Blue,33.0,3.0,2.0,2.0,3942.0,1711.0,2231.0,0.61,4622.0,71.0,0.614,0.434,0.00011604,0.99988,3942.0,26
714064908.0,Existing Customer,57.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,1771.0,1289.0,482.0,0.911,4813.0,84.0,0.867,0.728,0.00017969,0.99982,1771.0,11
717074283.0,Attrited Customer,45.0,F,3.0,Graduate,Divorced,Unknown,Blue,37.0,5.0,2.0,6.0,17678.0,0.0,17678.0,0.788,2566.0,49.0,0.815,0.0,0.99903,0.00097026,17678.0,44
765847383.0,Existing Customer,50.0,M,1.0,Graduate,Married,$120K +,Blue,43.0,4.0,5.0,3.0,20958.0,0.0,20958.0,0.769,4425.0,78.0,0.696,0.0,0.00031714,0.99968,20958.0,46
789531633.0,Existing Customer,53.0,F,4.0,Graduate,Single,Less than $40K,Blue,46.0,4.0,1.0,2.0,4117.0,777.0,3340.0,0.592,5218.0,88.0,0.6,0.189,5.7762e-05,0.99994,4117.0,36
820593033.0,Existing Customer,43.0,F,2.0,Graduate,Single,$40K - $60K,Silver,39.0,3.0,1.0,2.0,18524.0,1736.0,16788.0,0.762,4496.0,64.0,0.882,0.094,4.9765e-05,0.99995,18524.0,68
710078358.0,Existing Customer,36.0,M,4.0,Post-Graduate,Married,Less than $40K,Blue,26.0,5.0,1.0,1.0,2222.0,1291.0,931.0,0.988,4095.0,88.0,0.63,0.581,4.0988e-05,0.99996,2222.0,95
715025208.0,Existing Customer,56.0,F,2.0,College,Married,Less than $40K,Blue,46.0,5.0,3.0,3.0,3119.0,1778.0,1341.0,1.01,4168.0,63.0,0.853,0.57,0.00029411,0.99971,3119.0,57
709596783.0,Existing Customer,46.0,M,3.0,College,Married,$40K - $60K,Blue,34.0,5.0,1.0,2.0,1611.0,0.0,1611.0,0.731,4444.0,78.0,0.857,0.0,5.5564e-05,0.99994,1611.0,17
715960308.0,Attrited Customer,53.0,F,1.0,Graduate,Divorced,Less than $40K,Blue,44.0,3.0,3.0,3.0,4090.0,2517.0,1573.0,0.562,2016.0,49.0,0.69,0.615,0.99649,0.00350838,4090.0,57
716653758.0,Existing Customer,55.0,M,0.0,Unknown,Single,$60K - $80K,Blue,36.0,3.0,3.0,3.0,1467.0,0.0,1467.0,0.739,4226.0,74.0,0.85,0.0,0.00028535,0.99971,1467.0,57
787268733.0,Existing Customer,52.0,F,1.0,Graduate,Married,$40K - $60K,Blue,46.0,5.0,1.0,2.0,2442.0,1507.0,935.0,0.631,4535.0,85.0,0.809,0.617,5.1697e-05,0.99995,2442.0,24
789923058.0,Attrited Customer,53.0,F,1.0,High School,Married,$40K - $60K,Blue,44.0,3.0,3.0,3.0,1816.0,0.0,1816.0,0.884,2474.0,44.0,0.692,0.0,0.99639,0.00360858,1816.0,68
771079833.0,Existing Customer,40.0,F,3.0,High School,Single,Less than $40K,Blue,27.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.845,4332.0,78.0,0.696,0.0,0.00030516,0.99969,1438.3,90
710507733.0,Existing Customer,42.0,M,4.0,Graduate,Single,$60K - $80K,Blue,35.0,3.0,3.0,1.0,14958.0,1644.0,13314.0,0.686,4038.0,68.0,0.511,0.11,0.00011377,0.99989,14958.0,5
779269158.0,Attrited Customer,43.0,F,2.0,Graduate,Married,Unknown,Blue,25.0,4.0,2.0,4.0,21961.0,0.0,21961.0,0.653,2237.0,39.0,0.393,0.0,0.99695,0.00305189,21961.0,83
711627558.0,Existing Customer,40.0,F,3.0,Uneducated,Single,Less than $40K,Blue,30.0,5.0,1.0,2.0,1625.0,912.0,713.0,0.877,3968.0,73.0,0.698,0.561,5.8763e-05,0.99994,1625.0,16
710536983.0,Existing Customer,49.0,F,0.0,Post-Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,3.0,3007.0,2517.0,490.0,0.853,4423.0,67.0,0.675,0.837,0.00030545,0.99969,3007.0,57
712237458.0,Existing Customer,47.0,M,3.0,Unknown,Married,$120K +,Blue,28.0,3.0,2.0,2.0,11629.0,802.0,10827.0,0.912,3752.0,78.0,0.902,0.069,0.00012982,0.99987,11629.0,18
778289883.0,Attrited Customer,42.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,32.0,3.0,3.0,3.0,1507.0,0.0,1507.0,0.806,2528.0,41.0,0.64,0.0,0.99671,0.00329379,1507.0,46
714154533.0,Existing Customer,45.0,F,3.0,High School,Single,Unknown,Blue,36.0,6.0,1.0,2.0,3111.0,1994.0,1117.0,0.753,4478.0,56.0,0.697,0.641,5.5559e-05,0.99994,3111.0,88
803657133.0,Existing Customer,60.0,M,1.0,Graduate,Single,$40K - $60K,Blue,54.0,6.0,3.0,3.0,1848.0,1408.0,440.0,0.779,4757.0,75.0,0.923,0.762,0.00028395,0.99972,1848.0,0
769053033.0,Attrited Customer,44.0,F,1.0,Graduate,Single,$40K - $60K,Blue,38.0,3.0,2.0,5.0,4142.0,2517.0,1625.0,0.809,2104.0,44.0,0.833,0.608,0.99812,0.00188108,4142.0,79
713613258.0,Existing Customer,46.0,M,4.0,High School,Single,$80K - $120K,Blue,36.0,6.0,1.0,2.0,1438.3,0.0,1438.3,0.746,4461.0,71.0,0.821,0.0,5.6153e-05,0.99994,1438.3,47
768544833.0,Existing Customer,45.0,F,4.0,Uneducated,Single,Less than $40K,Blue,39.0,6.0,2.0,3.0,2202.0,1414.0,788.0,0.593,4531.0,77.0,0.54,0.642,0.00020643,0.99979,2202.0,27
720782658.0,Existing Customer,42.0,M,4.0,Graduate,Married,$60K - $80K,Blue,36.0,4.0,2.0,3.0,3591.0,1749.0,1842.0,0.733,5079.0,80.0,0.905,0.487,0.00020077,0.9998,3591.0,52
768162108.0,Attrited Customer,49.0,M,3.0,College,Married,$120K +,Blue,43.0,5.0,3.0,3.0,4781.0,0.0,4781.0,0.788,2451.0,50.0,0.667,0.0,0.99674,0.00326498,4781.0,46
710511858.0,Existing Customer,58.0,F,0.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,3832.0,1439.0,2393.0,0.851,4741.0,88.0,0.76,0.376,0.00028535,0.99971,3832.0,43
714516033.0,Existing Customer,53.0,M,3.0,High School,Married,$120K +,Blue,44.0,4.0,2.0,0.0,9025.0,1005.0,8020.0,0.568,4412.0,87.0,0.706,0.111,4.2354e-05,0.99996,9025.0,94
788630958.0,Existing Customer,44.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,28.0,3.0,1.0,2.0,11627.0,0.0,11627.0,0.638,3264.0,67.0,0.396,0.0,5.663e-05,0.99994,11627.0,25
717646008.0,Existing Customer,61.0,F,1.0,College,Married,Unknown,Blue,46.0,6.0,2.0,2.0,5686.0,0.0,5686.0,1.027,4338.0,67.0,0.675,0.0,0.00010387,0.9999,5686.0,45
712290258.0,Existing Customer,49.0,F,1.0,Unknown,Married,Less than $40K,Blue,40.0,5.0,1.0,3.0,2636.0,1840.0,796.0,0.844,4056.0,67.0,0.811,0.698,9.5577e-05,0.9999,2636.0,21
716292033.0,Existing Customer,37.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,6.0,2.0,3.0,1438.3,0.0,1438.3,0.568,4815.0,84.0,0.787,0.0,0.00019517,0.9998,1438.3,97
780372408.0,Existing Customer,43.0,F,5.0,High School,Single,Less than $40K,Blue,33.0,6.0,2.0,2.0,4976.0,866.0,4110.0,0.985,4317.0,69.0,0.568,0.174,0.00011423,0.99989,4976.0,44
720853158.0,Existing Customer,38.0,F,3.0,High School,Single,Unknown,Blue,24.0,6.0,3.0,3.0,13951.0,1607.0,12344.0,0.932,4576.0,70.0,0.591,0.115,0.00030516,0.99969,13951.0,54
823507833.0,Existing Customer,44.0,M,4.0,High School,Single,$60K - $80K,Blue,40.0,4.0,3.0,2.0,14370.0,945.0,13425.0,0.557,4510.0,79.0,0.646,0.066,0.00018339,0.99982,14370.0,86
711111633.0,Existing Customer,60.0,M,1.0,High School,Single,$40K - $60K,Silver,49.0,5.0,2.0,2.0,21681.0,0.0,21681.0,0.704,3844.0,75.0,1.083,0.0,9.3844e-05,0.99991,21681.0,85
709904508.0,Existing Customer,59.0,F,0.0,Post-Graduate,Single,$40K - $60K,Blue,40.0,5.0,3.0,3.0,2634.0,1644.0,990.0,1.092,4190.0,71.0,0.732,0.624,0.00030545,0.99969,2634.0,4
712022883.0,Existing Customer,37.0,F,2.0,High School,Single,$40K - $60K,Blue,27.0,4.0,1.0,2.0,2204.0,919.0,1285.0,0.712,4555.0,82.0,1.0,0.417,5.3542e-05,0.99995,2204.0,50
712173108.0,Existing Customer,48.0,F,1.0,Unknown,Unknown,$40K - $60K,Blue,36.0,3.0,1.0,3.0,2447.0,1991.0,456.0,0.719,4228.0,82.0,0.708,0.814,9.5577e-05,0.9999,2447.0,34
714156633.0,Existing Customer,60.0,F,0.0,Unknown,Single,Unknown,Blue,36.0,3.0,3.0,2.0,3068.0,0.0,3068.0,0.897,4533.0,79.0,0.795,0.0,0.00016966,0.99983,3068.0,92
714581358.0,Attrited Customer,48.0,F,3.0,Graduate,Single,Less than $40K,Blue,43.0,3.0,3.0,4.0,1502.0,0.0,1502.0,0.529,2204.0,36.0,0.44,0.0,0.99814,0.00186317,1502.0,77
713256033.0,Existing Customer,39.0,F,3.0,Uneducated,Single,Unknown,Blue,25.0,5.0,3.0,3.0,4181.0,1604.0,2577.0,0.659,3955.0,74.0,0.574,0.384,0.00032275,0.99968,4181.0,59
825831933.0,Existing Customer,52.0,F,3.0,High School,Married,Less than $40K,Blue,48.0,4.0,2.0,2.0,3136.0,1103.0,2033.0,0.812,4528.0,81.0,0.884,0.352,0.00011482,0.99989,3136.0,76
720274158.0,Existing Customer,42.0,F,4.0,High School,Married,Less than $40K,Blue,35.0,4.0,2.0,2.0,4478.0,1700.0,2778.0,0.655,3879.0,76.0,1.235,0.38,0.00011604,0.99988,4478.0,13
772394883.0,Attrited Customer,60.0,F,1.0,Uneducated,Single,Unknown,Blue,50.0,3.0,6.0,3.0,7359.0,0.0,7359.0,0.768,2869.0,43.0,0.433,0.0,0.99568,0.00431907,7359.0,18
794253108.0,Existing Customer,52.0,M,4.0,Graduate,Single,$40K - $60K,Blue,46.0,3.0,3.0,2.0,13090.0,0.0,13090.0,0.75,3851.0,78.0,1.0,0.0,0.00018864,0.99981,13090.0,43
720899883.0,Existing Customer,44.0,F,1.0,High School,Married,$40K - $60K,Blue,35.0,6.0,2.0,2.0,6849.0,0.0,6849.0,0.736,3770.0,82.0,0.864,0.0,0.00010386,0.9999,6849.0,51
714313608.0,Existing Customer,36.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,5.0,3.0,0.0,4228.0,1886.0,2342.0,1.076,4356.0,74.0,0.682,0.446,7.1552e-05,0.99993,4228.0,18
716602683.0,Existing Customer,49.0,F,3.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,3.0,2.0,5678.0,2082.0,3596.0,0.83,5092.0,70.0,0.707,0.367,0.00018665,0.99981,5678.0,8
715928808.0,Existing Customer,42.0,F,2.0,High School,Married,Less than $40K,Blue,31.0,3.0,5.0,2.0,3964.0,1218.0,2746.0,0.593,4580.0,75.0,1.419,0.307,0.0001953,0.9998,3964.0,90
771899433.0,Attrited Customer,48.0,M,3.0,Graduate,Married,$80K - $120K,Blue,37.0,5.0,2.0,4.0,7970.0,2434.0,5536.0,0.406,1263.0,27.0,0.35,0.305,0.99706,0.00294141,7970.0,99
714771708.0,Existing Customer,36.0,F,0.0,College,Unknown,Unknown,Blue,26.0,5.0,3.0,3.0,4692.0,0.0,4692.0,0.837,4281.0,69.0,0.643,0.0,0.00025239,0.99975,4692.0,48
709711758.0,Attrited Customer,45.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,32.0,3.0,2.0,2.0,1942.0,0.0,1942.0,0.366,1853.0,31.0,0.107,0.0,0.99183,0.00817,1942.0,39
721137558.0,Attrited Customer,40.0,M,4.0,Graduate,Divorced,$40K - $60K,Blue,28.0,1.0,2.0,3.0,5821.0,894.0,4927.0,0.461,2011.0,42.0,0.273,0.154,0.99504,0.00495524,5821.0,14
820268358.0,Existing Customer,48.0,F,4.0,Post-Graduate,Unknown,Less than $40K,Blue,43.0,4.0,1.0,3.0,2357.0,1462.0,895.0,0.734,4534.0,75.0,1.027,0.62,0.00011432,0.99989,2357.0,80
709273383.0,Existing Customer,54.0,F,0.0,Unknown,Married,Unknown,Blue,36.0,3.0,1.0,2.0,8294.0,696.0,7598.0,0.806,4136.0,77.0,1.2,0.084,5.1951e-05,0.99995,8294.0,71
822959133.0,Existing Customer,32.0,F,3.0,Post-Graduate,Married,$40K - $60K,Blue,26.0,4.0,3.0,3.0,3174.0,2084.0,1090.0,0.636,4508.0,83.0,1.075,0.657,0.00036935,0.99963,3174.0,49
720491958.0,Existing Customer,34.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,3.0,1438.3,0.0,1438.3,0.734,4302.0,74.0,0.762,0.0,0.00032275,0.99968,1438.3,32
713607108.0,Existing Customer,46.0,F,2.0,College,Divorced,Less than $40K,Blue,31.0,6.0,1.0,2.0,1852.0,1428.0,424.0,0.795,4486.0,61.0,0.848,0.771,5.3547e-05,0.99995,1852.0,33
709729533.0,Attrited Customer,47.0,M,3.0,Uneducated,Single,$40K - $60K,Blue,39.0,4.0,3.0,1.0,1809.0,457.0,1352.0,0.703,2169.0,49.0,0.485,0.253,0.99143,0.00857,1809.0,22
717890583.0,Existing Customer,48.0,F,1.0,Graduate,Divorced,$40K - $60K,Blue,38.0,4.0,1.0,2.0,3503.0,1572.0,1931.0,0.866,4671.0,93.0,0.632,0.449,5.1697e-05,0.99995,3503.0,42
718384233.0,Existing Customer,52.0,M,5.0,Doctorate,Single,$40K - $60K,Silver,39.0,4.0,2.0,2.0,17835.0,868.0,16967.0,0.723,4258.0,58.0,0.657,0.049,0.00015365,0.99985,17835.0,12
713401758.0,Existing Customer,45.0,M,2.0,Uneducated,Married,$120K +,Blue,36.0,6.0,2.0,3.0,3383.0,1458.0,1925.0,0.678,4897.0,75.0,0.562,0.431,0.00019683,0.9998,3383.0,53
773257233.0,Existing Customer,46.0,F,4.0,Unknown,Single,Less than $40K,Blue,39.0,4.0,2.0,3.0,7128.0,1457.0,5671.0,0.553,3534.0,70.0,0.591,0.204,0.00022068,0.99978,7128.0,60
713556033.0,Existing Customer,36.0,F,1.0,Graduate,Married,Less than $40K,Blue,22.0,5.0,2.0,3.0,1438.3,790.0,648.3,0.615,3959.0,59.0,0.735,0.549,0.00017969,0.99982,1438.3,62
719265108.0,Existing Customer,42.0,F,3.0,High School,Married,Less than $40K,Blue,33.0,6.0,3.0,2.0,3815.0,1190.0,2625.0,0.852,4430.0,94.0,0.741,0.312,0.00018145,0.99982,3815.0,53
778740708.0,Existing Customer,39.0,F,3.0,Graduate,Married,Less than $40K,Blue,27.0,3.0,3.0,2.0,1902.0,962.0,940.0,0.534,4203.0,69.0,0.725,0.506,0.00018665,0.99981,1902.0,69
710952933.0,Existing Customer,43.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,36.0,5.0,2.0,3.0,2077.0,1254.0,823.0,0.821,4226.0,75.0,1.143,0.604,0.00018475,0.99982,2077.0,65
720991833.0,Attrited Customer,48.0,F,2.0,Doctorate,Married,Less than $40K,Blue,36.0,4.0,3.0,4.0,2514.0,2090.0,424.0,0.842,2603.0,53.0,0.606,0.831,0.99866,0.00133669,2514.0,22
779954658.0,Existing Customer,56.0,M,4.0,High School,Single,$80K - $120K,Blue,40.0,4.0,3.0,3.0,34516.0,0.0,34516.0,0.846,4714.0,82.0,0.745,0.0,0.00030842,0.99969,34516.0,49
714204108.0,Existing Customer,45.0,F,5.0,Graduate,Single,Less than $40K,Blue,38.0,3.0,3.0,0.0,2144.0,1492.0,652.0,0.96,3859.0,55.0,0.571,0.696,6.8504e-05,0.99993,2144.0,54
805546308.0,Existing Customer,65.0,F,0.0,High School,Single,Less than $40K,Blue,56.0,3.0,3.0,2.0,5951.0,2517.0,3434.0,0.787,4554.0,83.0,0.694,0.423,0.00015005,0.99985,5951.0,79
716244933.0,Existing Customer,54.0,F,3.0,High School,Divorced,Unknown,Blue,36.0,3.0,5.0,3.0,4806.0,0.0,4806.0,0.827,4674.0,87.0,0.74,0.0,0.00034083,0.99966,4806.0,63
712018233.0,Existing Customer,42.0,F,3.0,Graduate,Single,Unknown,Blue,34.0,3.0,3.0,3.0,16612.0,2517.0,14095.0,0.602,4697.0,94.0,0.808,0.152,0.0003139,0.99969,16612.0,37
802878408.0,Existing Customer,53.0,F,1.0,Graduate,Married,$40K - $60K,Blue,47.0,6.0,2.0,2.0,2799.0,0.0,2799.0,0.689,4116.0,88.0,0.571,0.0,0.00010684,0.99989,2799.0,62
719504433.0,Existing Customer,63.0,M,0.0,Unknown,Single,$40K - $60K,Silver,54.0,4.0,3.0,3.0,18064.0,1695.0,16369.0,0.838,3434.0,71.0,0.479,0.094,0.00025783,0.99974,18064.0,17
794558658.0,Existing Customer,49.0,F,4.0,Graduate,Married,Less than $40K,Blue,34.0,3.0,1.0,3.0,2560.0,1430.0,1130.0,0.766,4783.0,86.0,0.792,0.559,9.7154e-05,0.9999,2560.0,31
711634008.0,Existing Customer,42.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,6.0,2.0,2.0,5821.0,0.0,5821.0,0.859,4591.0,70.0,1.188,0.0,0.00012144,0.99988,5821.0,50
708260208.0,Existing Customer,43.0,F,5.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,2.0,2057.0,1279.0,778.0,0.562,4321.0,76.0,0.689,0.622,0.00019094,0.99981,2057.0,94
713435058.0,Existing Customer,49.0,F,5.0,High School,Divorced,Less than $40K,Blue,42.0,5.0,2.0,3.0,1972.0,1489.0,483.0,0.69,4715.0,66.0,0.65,0.755,0.00019213,0.99981,1972.0,18
719656533.0,Existing Customer,44.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,6.0,2.0,3.0,2675.0,0.0,2675.0,0.7,4149.0,79.0,0.717,0.0,0.00019311,0.99981,2675.0,99
719709558.0,Existing Customer,48.0,M,3.0,Graduate,Married,$40K - $60K,Blue,33.0,3.0,1.0,2.0,6223.0,2126.0,4097.0,0.681,4518.0,79.0,0.795,0.342,5.7151e-05,0.99994,6223.0,20
710311233.0,Existing Customer,44.0,F,4.0,High School,Single,Unknown,Blue,37.0,3.0,3.0,3.0,7632.0,0.0,7632.0,0.557,4498.0,86.0,0.623,0.0,0.00030842,0.99969,7632.0,77
719216508.0,Existing Customer,55.0,F,1.0,Unknown,Unknown,Less than $40K,Blue,36.0,5.0,2.0,1.0,3258.0,2517.0,741.0,0.985,4960.0,77.0,0.75,0.773,7.0819e-05,0.99993,3258.0,65
713105508.0,Existing Customer,46.0,M,3.0,High School,Single,$60K - $80K,Silver,29.0,4.0,3.0,3.0,34516.0,2040.0,32476.0,0.764,3754.0,53.0,1.038,0.059,0.00027574,0.99972,34516.0,70
710719683.0,Existing Customer,49.0,F,1.0,High School,Divorced,$40K - $60K,Blue,43.0,3.0,3.0,2.0,3054.0,845.0,2209.0,0.731,4460.0,88.0,0.692,0.277,0.00016413,0.99984,3054.0,59
817892208.0,Existing Customer,35.0,F,2.0,Doctorate,Single,Less than $40K,Blue,30.0,5.0,1.0,1.0,1438.3,0.0,1438.3,1.126,4006.0,72.0,0.946,0.0,4.8064e-05,0.99995,1438.3,62
